,file_name,label,value,x0,y0,x2,y2
0,1040_file_1.pdf,Basic Information___First Name,Maureen,116.89999898274739,329.0999942355686,215.5499988132053,363.4499867757161
1,1040_file_1.pdf,Basic Information___Last Name,Hoffman,678.3000098334419,325.90005662706164,772.7750990125868,360.2500491672092
2,1040_file_1.pdf,Income___One_F,23287.39,1461.4527384440105,1183.9000278049045,1542.5365871853298,1210.6166415744358
3,1040_file_1.pdf,Income___Three_B,8.0,1488.4806315104167,1386.800045437283,1515.508524576823,1413.5166592068142
4,1040_file_1.pdf,Income___Four_B,6.0,1479.2694091796875,1450.6998697916667,1527.919684516059,1477.4166531032986
5,1040_file_1.pdf,Income___Five_B,366.0,1479.2694091796875,1450.6998697916667,1527.919684516059,1477.4166531032986
6,1040_file_1.pdf,Income___Six_B,2268.27,1466.058349609375,1487.3999701605903,1536.331007215712,1514.1167534722222
7,1040_file_1.pdf,Income___Eight,5884.0,1472.2639295789932,1586.4998711480034,1531.7253960503472,1613.2166544596355
8,1040_file_1.pdf,Income___Nine,4495.0,1470.7138061523438,1618.399895562066,1530.175272623698,1645.116678873698
9,1040_file_1.pdf,Income___Eleven,58037.69,1462.2528076171875,1683.999972873264,1543.3366563585068,1710.7167561848958
10,1040_file_1.pdf,Income___Twelve,64460.0,1467.6583184136284,1717.4999660915798,1537.9309760199653,1744.216749403212
11,1040_file_1.pdf,Income___Fifteen,17.0,1483.074951171875,1819.7999742296006,1520.914035373264,1846.5167575412327
12,1040_file_2.pdf,Basic Information___First Name,Hannah,116.89999898274739,329.0999942355686,204.45001390245227,363.4499867757161
13,1040_file_2.pdf,Basic Information___Last Name,Johnson,678.3000098334419,325.90005662706164,772.8000217013889,360.2500491672092
14,1040_file_2.pdf,Income___One_A,7.0,1486.9305080837673,1017.7000257703993,1513.9584011501736,1044.4166395399307
15,1040_file_2.pdf,Income___One_C,489.0,1476.1194864908855,1086.4000108506943,1524.7697618272568,1113.1166246202256
16,1040_file_2.pdf,Income___One_E,83284.97,1460.652838812934,1151.9000583224827,1541.7366875542534,1178.616672092014
17,1040_file_2.pdf,Income___One_F,75085.819,1456.0472276475693,1183.9000278049045,1547.9422675238716,1210.6166415744358
18,1040_file_2.pdf,Income___One_G,70500.5,1466.8582492404514,1218.9999898274739,1537.130906846788,1245.7166035970051
19,1040_file_2.pdf,Income___Four_B,6026.65,1468.4583875868057,1420.3000386555989,1538.7310451931423,1447.0167371961807
20,1040_file_2.pdf,Income___Seven,52150.0,1467.6583184136284,1548.0999416775173,1537.9309760199653,1574.8167249891494
21,1040_file_2.pdf,Income___Eleven,64200.35,1462.2528076171875,1683.999972873264,1543.3366563585068,1710.7167561848958
22,1040_file_2.pdf,Income___Twelve,47954.2,1467.6583184136284,1717.4999660915798,1537.9309760199653,1744.216749403212
23,1040_file_2.pdf,Income___Fifteen,71666.08,1461.4527384440105,1819.7999742296006,1542.5365871853298,1846.5167575412327
24,1040_file_3.pdf,Basic Information___First Name,Mrs.,116.89999898274739,329.0999942355686,165.50000508626303,363.4499867757161
25,1040_file_3.pdf,Basic Information___Last Name,Morrison,678.3000098334419,325.90005662706164,775.5249871148003,360.2500491672092
26,1040_file_3.pdf,Income___One_A,42.0,1481.5249972873264,1017.7000257703993,1519.3640814887153,1044.4166395399307
27,1040_file_3.pdf,Income___One_E,3959.14,1466.058349609375,1151.9000583224827,1536.331007215712,1178.616672092014
28,1040_file_3.pdf,Income___One_F,32217.45,1461.4527384440105,1183.9000278049045,1542.5365871853298,1210.6166415744358
29,1040_file_3.pdf,Income___One_G,96129.601,1456.0472276475693,1218.9999898274739,1547.9422675238716,1245.7166035970051
30,1040_file_3.pdf,Income___One_H,9217.73,1466.8582492404514,1252.6000128851997,1537.130906846788,1279.316626654731
31,1040_file_3.pdf,Income___Four_B,6133.789,1463.052707248264,1420.3000386555989,1544.1365559895833,1447.0167371961807
32,1040_file_3.pdf,Income___Five_B,4.0,1490.0806003146702,1450.6998697916667,1517.1084933810764,1477.4166531032986
33,1040_file_3.pdf,Income___Six_B,48606.05,1460.652838812934,1487.3999701605903,1541.7366875542534,1514.1167534722222
34,1040_file_3.pdf,Income___Ten,33207.83,1463.052707248264,1651.9999186197917,1544.1365559895833,1678.7167019314236
35,1040_file_3.pdf,Income___Eleven,75570.56,1462.2528076171875,1683.999972873264,1543.3366563585068,1710.7167561848958
36,1040_file_3.pdf,Income___Twelve,6.0,1489.2805311414932,1717.4999660915798,1516.3084242078994,1744.216749403212
37,1040_file_3.pdf,Income___Thirteen,80595.0,1466.058349609375,1751.0999891493057,1536.331007215712,1777.8167724609375
38,1040_file_3.pdf,Income___Fifteen,98605.84,1461.4527384440105,1819.7999742296006,1542.5365871853298,1846.5167575412327
39,1040_file_4.pdf,Basic Information___First Name,Timothy,116.89999898274739,329.0999942355686,205.80001407199435,363.4499867757161
40,1040_file_4.pdf,Basic Information___Last Name,Ortiz,678.3000098334419,325.90005662706164,731.074947781033,360.2500491672092
41,1040_file_4.pdf,Income___One_A,85.0,1481.5249972873264,1017.7000257703993,1519.3640814887153,1044.4166395399307
42,1040_file_4.pdf,Income___One_G,30.0,1483.074951171875,1218.9999898274739,1520.914035373264,1245.7166035970051
43,1040_file_4.pdf,Income___One_H,7.0,1488.4806315104167,1252.6000128851997,1515.508524576823,1279.316626654731
44,1040_file_4.pdf,Income___Two_B,77482.23,1460.652838812934,1353.2000223795574,1541.7366875542534,1379.9166361490886
45,1040_file_4.pdf,Income___Five_B,3.0,1490.0806003146702,1450.6998697916667,1517.1084933810764,1477.4166531032986
46,1040_file_4.pdf,Income___Six_B,83499.97,1460.652838812934,1487.3999701605903,1541.7366875542534,1514.1167534722222
47,1040_file_4.pdf,Income___Ten,27509.101,1457.647196451823,1651.9999186197917,1549.542236328125,1678.7167019314236
48,1040_file_4.pdf,Income___Eleven,38295.13,1462.2528076171875,1683.999972873264,1543.3366563585068,1710.7167561848958
49,1040_file_4.pdf,Income___Twelve,85944.242,1456.8472968207466,1717.4999660915798,1548.7423366970486,1744.216749403212
50,1040_file_4.pdf,Income___Fourteen,1.0,1489.2805311414932,1784.5999823676216,1516.3084242078994,1811.3167656792534
51,1040_file_5.pdf,Basic Information___First Name,Beth,116.89999898274739,329.0999942355686,168.3250003390842,363.4499867757161
52,1040_file_5.pdf,Basic Information___Last Name,Jones,678.3000098334419,325.90005662706164,745.0000339084202,360.2500491672092
53,1040_file_5.pdf,Income___One_A,92439.47,1459.902784559462,1017.7000257703993,1540.9866333007812,1044.4166395399307
54,1040_file_5.pdf,Income___One_C,5537.0,1470.7138061523438,1086.4000108506943,1530.175272623698,1113.1166246202256
55,1040_file_5.pdf,Income___One_D,99141.0,1465.3082953559028,1116.8000115288628,1535.5809529622395,1143.516625298394
